GCS WKID	Name	WKT	Accuracy (m)	Area of Use	Minimum Latitude	Minimum Longitude	Maximum Latitude	Maximum Longitude
  1299	Tete_To_Moznet_3	GEOGTRAN["Tete_To_Moznet_3",GEOGCS["GCS_Tete",DATUM["D_Tete",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_Moznet",DATUM["D_Moznet",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-138.527],PARAMETER["Y_Axis_Translation",-91.999],PARAMETER["Z_Axis_Translation",-114.591],PARAMETER["X_Axis_Rotation",0.14],PARAMETER["Y_Axis_Rotation",-3.363],PARAMETER["Z_Axis_Rotation",2.217],PARAMETER["Scale_Difference",11.748]]	  4.000	Mozambique - B	-24.9100	 31.2900	-19.7400	 35.6500
  1300	Tete_To_Moznet_4	GEOGTRAN["Tete_To_Moznet_4",GEOGCS["GCS_Tete",DATUM["D_Tete",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_Moznet",DATUM["D_Moznet",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-73.472],PARAMETER["Y_Axis_Translation",-51.66],PARAMETER["Z_Axis_Translation",-112.482],PARAMETER["X_Axis_Rotation",-0.953],PARAMETER["Y_Axis_Rotation",-4.6],PARAMETER["Z_Axis_Rotation",2.368],PARAMETER["Scale_Difference",0.586]]	  3.000	Mozambique - C	-19.9100	 30.2100	-14.0100	 39.1800
  1301	Tete_To_Moznet_5	GEOGTRAN["Tete_To_Moznet_5",GEOGCS["GCS_Tete",DATUM["D_Tete",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_Moznet",DATUM["D_Moznet",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",219.315],PARAMETER["Y_Axis_Translation",168.975],PARAMETER["Z_Axis_Translation",-166.145],PARAMETER["X_Axis_Rotation",-0.198],PARAMETER["Y_Axis_Rotation",-5.926],PARAMETER["Z_Axis_Rotation",2.356],PARAMETER["Scale_Difference",-57.104]]	 10.000	Mozambique - D	-16.9400	 34.3600	-10.4200	 40.9000
  1683	Tete_To_WGS_1984_1	GEOGTRAN["Tete_To_WGS_1984_1",GEOGCS["GCS_Tete",DATUM["D_Tete",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-115.064],PARAMETER["Y_Axis_Translation",-87.39],PARAMETER["Z_Axis_Translation",-101.716],PARAMETER["X_Axis_Rotation",0.058],PARAMETER["Y_Axis_Rotation",-4.001],PARAMETER["Z_Axis_Rotation",2.062],PARAMETER["Scale_Difference",9.366]]	 30.000	Mozambique - onshore	-26.8700	 30.2100	-10.4200	 40.9000
  1684	Tete_To_WGS_1984_2	GEOGTRAN["Tete_To_WGS_1984_2",GEOGCS["GCS_Tete",DATUM["D_Tete",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-82.875],PARAMETER["Y_Axis_Translation",-57.097],PARAMETER["Z_Axis_Translation",-156.768],PARAMETER["X_Axis_Rotation",2.158],PARAMETER["Y_Axis_Rotation",-1.524],PARAMETER["Z_Axis_Rotation",0.982],PARAMETER["Scale_Difference",-0.359]]	  1.000	Mozambique - A	-26.8700	 31.9100	-23.9100	 34.5000
  1685	Tete_To_WGS_1984_3	GEOGTRAN["Tete_To_WGS_1984_3",GEOGCS["GCS_Tete",DATUM["D_Tete",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-138.527],PARAMETER["Y_Axis_Translation",-91.999],PARAMETER["Z_Axis_Translation",-114.591],PARAMETER["X_Axis_Rotation",0.14],PARAMETER["Y_Axis_Rotation",-3.363],PARAMETER["Z_Axis_Rotation",2.217],PARAMETER["Scale_Difference",11.748]]	  4.000	Mozambique - B	-24.9100	 31.2900	-19.7400	 35.6500
  1686	Tete_To_WGS_1984_4	GEOGTRAN["Tete_To_WGS_1984_4",GEOGCS["GCS_Tete",DATUM["D_Tete",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-73.472],PARAMETER["Y_Axis_Translation",-51.66],PARAMETER["Z_Axis_Translation",-112.482],PARAMETER["X_Axis_Rotation",-0.953],PARAMETER["Y_Axis_Rotation",-4.6],PARAMETER["Z_Axis_Rotation",2.368],PARAMETER["Scale_Difference",0.586]]	  3.000	Mozambique - C	-19.9100	 30.2100	-14.0100	 39.1800
  1687	Tete_To_WGS_1984_5	GEOGTRAN["Tete_To_WGS_1984_5",GEOGCS["GCS_Tete",DATUM["D_Tete",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",219.315],PARAMETER["Y_Axis_Translation",168.975],PARAMETER["Z_Axis_Translation",-166.145],PARAMETER["X_Axis_Rotation",-0.198],PARAMETER["Y_Axis_Rotation",-5.926],PARAMETER["Z_Axis_Rotation",2.356],PARAMETER["Scale_Difference",-57.104]]	 10.000	Mozambique - D	-16.9400	 34.3600	-10.4200	 40.9000
  6901	Tete_To_WGS_1984_6	GEOGTRAN["Tete_To_WGS_1984_6",GEOGCS["GCS_Tete",DATUM["D_Tete",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-80.0],PARAMETER["Y_Axis_Translation",-100.0],PARAMETER["Z_Axis_Translation",-228.0]]	 17.000	Mozambique - onshore	-26.8700	 30.2100	-10.4200	 40.9000
  5878	Timbalai_1948_To_GDBD2009_1	GEOGTRAN["Timbalai_1948_To_GDBD2009_1",GEOGCS["GCS_Timbalai_1948",DATUM["D_Timbalai_1948",SPHEROID["Everest_Definition_1967",6377298.556,300.8017]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_GDBD2009",DATUM["D_GDBD2009",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-689.5937],PARAMETER["Y_Axis_Translation",623.84046],PARAMETER["Z_Axis_Translation",-65.93566],PARAMETER["X_Axis_Rotation",0.02331],PARAMETER["Y_Axis_Rotation",-1.17094],PARAMETER["Z_Axis_Rotation",0.80054],PARAMETER["Scale_Difference",5.88536]]	  1.000	Brunei	 4.0100	112.3700	 6.3100	115.3700
  1228	Timbalai_1948_To_WGS_1984	GEOGTRAN["Timbalai_1948_To_WGS_1984",GEOGCS["GCS_Timbalai_1948",DATUM["D_Timbalai_1948",SPHEROID["Everest_Definition_1967",6377298.556,300.8017]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-679.0],PARAMETER["Y_Axis_Translation",669.0],PARAMETER["Z_Axis_Translation",-48.0]]	 19.000	Asia - Brunei and East Malaysia	 0.8500	109.3100	 7.6700	119.6100
  1592	Timbalai_1948_To_WGS_1984_2	GEOGTRAN["Timbalai_1948_To_WGS_1984_2",GEOGCS["GCS_Timbalai_1948",DATUM["D_Timbalai_1948",SPHEROID["Everest_Definition_1967",6377298.556,300.8017]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-678.0],PARAMETER["Y_Axis_Translation",670.0],PARAMETER["Z_Axis_Translation",-48.0]]	  5.000	Brunei	 4.0100	112.3700	 6.3100	115.3700
  1615	Timbalai_1948_To_WGS_1984_3	GEOGTRAN["Timbalai_1948_To_WGS_1984_3",GEOGCS["GCS_Timbalai_1948",DATUM["D_Timbalai_1948",SPHEROID["Everest_Definition_1967",6377298.556,300.8017]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-726.282],PARAMETER["Y_Axis_Translation",703.611],PARAMETER["Z_Axis_Translation",-48.999]]	100.000	Brunei - onshore	 4.0100	114.0900	 5.1100	115.3700
  1852	Timbalai_1948_To_WGS_1984_4	GEOGTRAN["Timbalai_1948_To_WGS_1984_4",GEOGCS["GCS_Timbalai_1948",DATUM["D_Timbalai_1948",SPHEROID["Everest_Definition_1967",6377298.556,300.8017]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",-533.4],PARAMETER["Y_Axis_Translation",669.2],PARAMETER["Z_Axis_Translation",-52.5],PARAMETER["X_Axis_Rotation",0.0],PARAMETER["Y_Axis_Rotation",0.0],PARAMETER["Z_Axis_Rotation",4.28],PARAMETER["Scale_Difference",9.4]]	  5.000	Malaysia - East Malaysia - offshore SCS	 1.5600	109.3100	 7.6700	117.3100
  5249	Timbalai_1948_To_WGS_1984_5	GEOGTRAN["Timbalai_1948_To_WGS_1984_5",GEOGCS["GCS_Timbalai_1948",DATUM["D_Timbalai_1948",SPHEROID["Everest_Definition_1967",6377298.556,300.8017]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Coordinate_Frame"],PARAMETER["X_Axis_Translation",-689.5937],PARAMETER["Y_Axis_Translation",623.84046],PARAMETER["Z_Axis_Translation",-65.93566],PARAMETER["X_Axis_Rotation",0.02331],PARAMETER["Y_Axis_Rotation",-1.17094],PARAMETER["Z_Axis_Rotation",0.80054],PARAMETER["Scale_Difference",5.88536]]	  1.000	Brunei	 4.0100	112.3700	 6.3100	115.3700
  6902	Timbalai_1948_To_WGS_1984_6	GEOGTRAN["Timbalai_1948_To_WGS_1984_6",GEOGCS["GCS_Timbalai_1948",DATUM["D_Timbalai_1948",SPHEROID["Everest_Definition_1967",6377298.556,300.8017]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-679.0],PARAMETER["Y_Axis_Translation",667.0],PARAMETER["Z_Axis_Translation",-49.0]]	  6.000	Brunei - onshore	 4.0100	114.0900	 5.1100	115.3700
  1640	TM65_To_ETRS_1989_1	GEOGTRAN["TM65_To_ETRS_1989_1",GEOGCS["GCS_TM65",DATUM["D_TM65",SPHEROID["Airy_Modified",6377340.189,299.3249646]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",482.53],PARAMETER["Y_Axis_Translation",-130.596],PARAMETER["Z_Axis_Translation",564.557],PARAMETER["X_Axis_Rotation",-1.042],PARAMETER["Y_Axis_Rotation",-0.214],PARAMETER["Z_Axis_Rotation",-0.631],PARAMETER["Scale_Difference",8.15]]	  1.000	Europe - Ireland (Republic and Ulster) - onshore	51.3900	-10.5600	55.4300	 -5.3400
  1229	TM65_To_WGS_1984	GEOGTRAN["TM65_To_WGS_1984",GEOGCS["GCS_TM65",DATUM["D_TM65",SPHEROID["Airy_Modified",6377340.189,299.3249646]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",506.0],PARAMETER["Y_Axis_Translation",-122.0],PARAMETER["Z_Axis_Translation",611.0]]	999.000	Europe - Ireland (Republic and Ulster) - onshore	51.3900	-10.5600	55.4300	 -5.3400
  1641	TM65_To_WGS_1984_2	GEOGTRAN["TM65_To_WGS_1984_2",GEOGCS["GCS_TM65",DATUM["D_TM65",SPHEROID["Airy_Modified",6377340.189,299.3249646]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",482.53],PARAMETER["Y_Axis_Translation",-130.596],PARAMETER["Z_Axis_Translation",564.557],PARAMETER["X_Axis_Rotation",-1.042],PARAMETER["Y_Axis_Rotation",-0.214],PARAMETER["Z_Axis_Rotation",-0.631],PARAMETER["Scale_Difference",8.15]]	  1.000	Europe - Ireland (Republic and Ulster) - onshore	51.3900	-10.5600	55.4300	 -5.3400
  1953	TM75_To_ETRS_1989_2	GEOGTRAN["TM75_To_ETRS_1989_2",GEOGCS["GCS_TM75",DATUM["D_TM75",SPHEROID["Airy_Modified",6377340.189,299.3249646]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",482.53],PARAMETER["Y_Axis_Translation",-130.596],PARAMETER["Z_Axis_Translation",564.557],PARAMETER["X_Axis_Rotation",-1.042],PARAMETER["Y_Axis_Rotation",-0.214],PARAMETER["Z_Axis_Rotation",-0.631],PARAMETER["Scale_Difference",8.15]]	  1.000	Europe - Ireland (Republic and Ulster) - onshore	51.3900	-10.5600	55.4300	 -5.3400
  6946	TM75_To_ETRS_1989_3_NTv2	GEOGTRAN["TM75_To_ETRS_1989_3_NTv2",GEOGCS["GCS_TM75",DATUM["D_TM75",SPHEROID["Airy_Modified",6377340.189,299.3249646]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_ireland/tm75_etrs89",0.0]]	  0.410	Europe - Ireland (Republic and Ulster) - onshore	51.3900	-10.5600	55.4300	 -5.3400
  1954	TM75_To_WGS_1984_2	GEOGTRAN["TM75_To_WGS_1984_2",GEOGCS["GCS_TM75",DATUM["D_TM75",SPHEROID["Airy_Modified",6377340.189,299.3249646]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Position_Vector"],PARAMETER["X_Axis_Translation",482.53],PARAMETER["Y_Axis_Translation",-130.596],PARAMETER["Z_Axis_Translation",564.557],PARAMETER["X_Axis_Rotation",-1.042],PARAMETER["Y_Axis_Rotation",-0.214],PARAMETER["Z_Axis_Rotation",-0.631],PARAMETER["Scale_Difference",8.15]]	  1.000	Europe - Ireland (Republic and Ulster) - onshore	51.3900	-10.5600	55.4300	 -5.3400
  1956	TM75_To_WGS_1984_3	GEOGTRAN["TM75_To_WGS_1984_3",GEOGCS["GCS_TM75",DATUM["D_TM75",SPHEROID["Airy_Modified",6377340.189,299.3249646]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",506.0],PARAMETER["Y_Axis_Translation",-122.0],PARAMETER["Z_Axis_Translation",611.0]]	  6.000	Europe - Ireland (Republic and Ulster) - onshore	51.3900	-10.5600	55.4300	 -5.3400
  6947	TM75_To_WGS_1984_4_NTv2	GEOGTRAN["TM75_To_WGS_1984_4_NTv2",GEOGCS["GCS_TM75",DATUM["D_TM75",SPHEROID["Airy_Modified",6377340.189,299.3249646]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_ireland/tm75_etrs89",0.0]]	  1.000	Europe - Ireland (Republic and Ulster) - onshore	51.3900	-10.5600	55.4300	 -5.3400
 15483	Tokyo_To_JGD_2000_1	GEOGTRAN["Tokyo_To_JGD_2000_1",GEOGCS["GCS_Tokyo",DATUM["D_Tokyo",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_JGD_2000",DATUM["D_JGD_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-146.414],PARAMETER["Y_Axis_Translation",507.337],PARAMETER["Z_Axis_Translation",680.507]]	  4.000	Japan - onshore	20.3700	122.8300	45.5400	154.0500
  6712	Tokyo_To_JGD_2000_NTv2	GEOGTRAN["Tokyo_To_JGD_2000_NTv2",GEOGCS["GCS_Tokyo",DATUM["D_Tokyo",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_JGD_2000",DATUM["D_JGD_2000",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_japan/tky2jgd",0.0]]	  1.000	Japan - NTv2	20.0000	121.0000	47.0000	154.0000
  6740	Tokyo_To_JGD_2011_2_NTv2	GEOGTRAN["Tokyo_To_JGD_2011_2_NTv2",GEOGCS["GCS_Tokyo",DATUM["D_Tokyo",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_JGD_2011",DATUM["D_JGD_2011",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_japan/tky2jgd",0.0]]	  0.200	Japan onshore excluding northern main province	20.3700	122.8300	45.5400	154.0500
  1230	Tokyo_To_WGS_1984_1	GEOGTRAN["Tokyo_To_WGS_1984_1",GEOGCS["GCS_Tokyo",DATUM["D_Tokyo",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-148.0],PARAMETER["Y_Axis_Translation",507.0],PARAMETER["Z_Axis_Translation",685.0]]	 29.000	Asia - Japan and South Korea	20.3700	122.8300	45.5400	145.8700
 15484	Tokyo_To_WGS_1984_108	GEOGTRAN["Tokyo_To_WGS_1984_108",GEOGCS["GCS_Tokyo",DATUM["D_Tokyo",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-146.414],PARAMETER["Y_Axis_Translation",507.337],PARAMETER["Z_Axis_Translation",680.507]]	  9.000	Japan - onshore	20.3700	122.8300	45.5400	154.0500
  1231	Tokyo_To_WGS_1984_2	GEOGTRAN["Tokyo_To_WGS_1984_2",GEOGCS["GCS_Tokyo",DATUM["D_Tokyo",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-148.0],PARAMETER["Y_Axis_Translation",507.0],PARAMETER["Z_Axis_Translation",685.0]]	 13.000	Japan - onshore mainland and adjacent islands	30.1800	128.3100	45.5400	145.8700
108106	Tokyo_To_WGS_1984_2001	GEOGTRAN["Tokyo_To_WGS_1984_2001",GEOGCS["GCS_Tokyo",DATUM["D_Tokyo",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-147.54],PARAMETER["Y_Axis_Translation",507.26],PARAMETER["Z_Axis_Translation",680.47]]	  4.000	Korea, Republic of (South Korea)	28.6000	122.7100	40.2700	134.2800
  1232	Tokyo_To_WGS_1984_3	GEOGTRAN["Tokyo_To_WGS_1984_3",GEOGCS["GCS_Tokyo",DATUM["D_Tokyo",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-146.0],PARAMETER["Y_Axis_Translation",507.0],PARAMETER["Z_Axis_Translation",687.0]]	 13.000	Korea, Republic of (South Korea) - onshore	33.1400	124.5300	38.6400	131.0100
  1233	Tokyo_To_WGS_1984_4	GEOGTRAN["Tokyo_To_WGS_1984_4",GEOGCS["GCS_Tokyo",DATUM["D_Tokyo",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-158.0],PARAMETER["Y_Axis_Translation",507.0],PARAMETER["Z_Axis_Translation",676.0]]	 29.000	Japan - Okinawa	23.9800	122.8300	26.9100	131.3800
  1305	Tokyo_To_WGS_1984_5	GEOGTRAN["Tokyo_To_WGS_1984_5",GEOGCS["GCS_Tokyo",DATUM["D_Tokyo",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["Geocentric_Translation"],PARAMETER["X_Axis_Translation",-147.0],PARAMETER["Y_Axis_Translation",506.0],PARAMETER["Z_Axis_Translation",687.0]]	  4.000	Korea, Republic of (South Korea) - onshore	33.1400	124.5300	38.6400	131.0100
108109	Tokyo_To_WGS_1984_NTv2	GEOGTRAN["Tokyo_To_WGS_1984_NTv2",GEOGCS["GCS_Tokyo",DATUM["D_Tokyo",SPHEROID["Bessel_1841",6377397.155,299.1528128]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],METHOD["NTv2"],PARAMETER["Dataset_japan/tky2jgd",0.0]]	  1.000	Japan - NTv2	20.0000	121.0000	47.0000	154.0000
